Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Right.HipFlexion.Pos,Main.HumanModel.BodyModel.Interface.Right.HipAbduction.Pos,Main.HumanModel.BodyModel.Interface.Right.HipExternalRotation.Pos,Main.HumanModel.BodyModel.Interface.Right.KneeFlexion.Pos,Main.HumanModel.BodyModel.Interface.Right.AnklePlantarFlexion.Pos,Main.HumanModel.BodyModel.Interface.Right.SubTalarEversion.Pos
  3.210000000000000e+00, -2.879522932930909e-01, -6.955919420869883e-02, -7.506772605391690e-02,  1.463741261247188e-01, -1.944492415164473e-01,  3.469193766426379e-01
  3.220000000000000e+00, -3.029105187751138e-01, -6.697376713196768e-02, -7.889704304174978e-02,  1.440542429669576e-01, -2.035787823669551e-01,  3.473258503490484e-01
  3.230000000000000e+00, -3.174314943679660e-01, -6.467749884821150e-02, -8.225925822864449e-02,  1.427137139463369e-01, -2.127936139754160e-01,  3.468768460393378e-01
  3.240000000000000e+00, -3.315887426582663e-01, -6.268860818938982e-02, -8.506264651970545e-02,  1.423386812153998e-01, -2.220180721679354e-01,  3.452371950370063e-01
  3.250000000000000e+00, -3.454303031420540e-01, -6.101452137880758e-02, -8.724210630508332e-02,  1.429416242464275e-01, -2.311617947094591e-01,  3.420829026030796e-01
  3.260000000000000e+00, -3.589612158166317e-01, -5.963993982978311e-02, -8.877738816815875e-02,  1.445565840478620e-01, -2.401168642830514e-01,  3.371623929374313e-01
  3.270000000000000e+00, -3.721275569453092e-01, -5.850860922779821e-02, -8.969952458632392e-02,  1.472352870557904e-01, -2.487544237670059e-01,  3.303397646709272e-01
  3.280000000000000e+00, -3.848106440342729e-01, -5.750227536653107e-02, -9.007931779832450e-02,  1.510466989151915e-01, -2.569233092491708e-01,  3.216075749716205e-01
  3.290000000000000e+00, -3.968386316307461e-01, -5.642458113951654e-02, -9.000179761858036e-02,  1.560769328362984e-01, -2.644521401259782e-01,  3.110725041670724e-01
  3.300000000000000e+00, -4.080120375143244e-01, -5.499850957636987e-02, -8.953949928244341e-02,  1.624280508352420e-01, -2.711537821621509e-01,  2.989232872447309e-01
  3.310000000000000e+00, -4.181319867677282e-01, -5.288510991911277e-02, -8.873757964156052e-02,  1.702157820382066e-01, -2.768279703279941e-01,  2.853948118665968e-01
  3.320000000000000e+00, -4.270239941196059e-01, -4.972704334430555e-02, -8.762105398741335e-02,  1.795636438206272e-01, -2.812576021247336e-01,  2.707464629060559e-01
  3.330000000000000e+00, -4.345521159479695e-01, -4.521067286405023e-02, -8.622348959361668e-02,  1.905927619491112e-01, -2.841988708668148e-01,  2.552605641069650e-01
  3.340000000000000e+00, -4.406221391894967e-01, -3.912804261867953e-02, -8.462174033772916e-02,  2.034140591424030e-01, -2.853712704740375e-01,  2.392460994723077e-01
  3.350000000000001e+00, -4.451734497085076e-01, -3.142083013933750e-02, -8.295755297469157e-02,  2.181299550159795e-01, -2.844542476537616e-01,  2.230281956579145e-01
  3.360000000000000e+00, -4.481631113871599e-01, -2.219925452162541e-02, -8.143737085068645e-02,  2.348452329858228e-01, -2.810925018305168e-01,  2.069182354823119e-01
  3.370000000000000e+00, -4.495468758389826e-01, -1.173536253072816e-02, -8.030968429438459e-02,  2.536826711982413e-01, -2.749097255118615e-01,  1.911680939541684e-01
  3.380000000000000e+00, -4.492631100710279e-01, -4.308727006838708e-04, -7.982187293967667e-02,  2.747979404826345e-01, -2.655301330008294e-01,  1.759129162611746e-01
  3.390000000000000e+00, -4.472242631062821e-01,  1.123531372359454e-02, -8.016677245913789e-02,  2.983874706133193e-01, -2.526040122783730e-01,  1.611165095048162e-01
  3.400000000000000e+00, -4.433133257357331e-01,  2.276685616283181e-02, -8.144042667100874e-02,  3.246849804388622e-01, -2.358334502095633e-01,  1.465471867023664e-01
  3.410000000000000e+00, -4.373808120850307e-01,  3.370409558251830e-02, -8.362607317068772e-02,  3.539452225389345e-01, -2.150002537989557e-01,  1.318053390995766e-01
  3.420000000000000e+00, -4.292450264679505e-01,  4.366948342507238e-02, -8.659817506142579e-02,  3.864159538710329e-01, -1.900019411043751e-01,  1.163993200872201e-01
  3.430000000000000e+00, -4.187038863968782e-01,  5.240757213662972e-02, -9.013331682792632e-02,  4.223002592368376e-01, -1.608997946018380e-01,  9.985333702127018e-02
  3.440000000000000e+00, -4.055652304319088e-01,  5.981668101179949e-02, -9.392603906847144e-02,  4.617114749306941e-01, -1.279787443434580e-01,  8.183601234395588e-02
  3.450000000000000e+00, -3.896934252769889e-01,  6.595953988040182e-02, -9.761782926986405e-02,  5.046283189908874e-01, -9.181173331799937e-02,  6.229898622071209e-02
  3.460000000000000e+00, -3.710562594327128e-01,  7.104134057454470e-02, -1.008448759340682e-01,  5.508653236755151e-01, -5.331004603612286e-02,  4.159651522686838e-02
  3.470000000000000e+00, -3.497067762084478e-01,  7.535771394525459e-02, -1.032853373074236e-01,  6.000773470258616e-01, -1.374008364746069e-02,  2.052334067624195e-02
  3.480000000000000e+00, -3.258589404652148e-01,  7.922447655000409e-02, -1.047330725759216e-01,  6.517633504314978e-01,  2.535280302087448e-02,  2.863306558635297e-04
  3.490000000000000e+00, -2.999796678205248e-01,  8.290608729250692e-02, -1.051275632669235e-01,  7.052918949368985e-01,  6.228088791859736e-02, -1.765628385896905e-02
