Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Left.HipFlexion.Pos,Main.HumanModel.BodyModel.Interface.Left.HipAbduction.Pos,Main.HumanModel.BodyModel.Interface.Left.HipExternalRotation.Pos,Main.HumanModel.BodyModel.Interface.Left.KneeFlexion.Pos,Main.HumanModel.BodyModel.Interface.Left.AnklePlantarFlexion.Pos,Main.HumanModel.BodyModel.Interface.Left.SubTalarEversion.Pos
  2.640000000000000e+00, -3.307193325735778e-01, -1.279130202326499e-01,  7.536090103460878e-02,  1.460938871030366e-01, -2.282142263564825e-01,  3.208689810353809e-01
  2.650000000000000e+00, -3.386000264225376e-01, -1.288826415648088e-01,  7.219732139993057e-02,  1.508886027687733e-01, -2.384181808444154e-01,  3.201426967254181e-01
  2.660000000000000e+00, -3.465474438337617e-01, -1.300124360492811e-01,  6.901616551620675e-02,  1.562239276498188e-01, -2.483415255460724e-01,  3.184331619338158e-01
  2.670000000000000e+00, -3.548429153705391e-01, -1.312054393916926e-01,  6.567531114471321e-02,  1.619791093222958e-01, -2.578166888762599e-01,  3.156173461365332e-01
  2.680000000000000e+00, -3.636915594432938e-01, -1.323398142684589e-01,  6.204561100708214e-02,  1.680772532010850e-01, -2.666719321019375e-01,  3.115856856961640e-01
  2.690000000000000e+00, -3.731835776608137e-01, -1.332598145714847e-01,  5.804984037752819e-02,  1.745000816893244e-01, -2.747417737858276e-01,  3.062284529175094e-01
  2.700000000000000e+00, -3.832640866612171e-01, -1.337691883588827e-01,  5.369782226659233e-02,  1.812998811063505e-01, -2.818759755710907e-01,  2.994233395542610e-01
  2.710000000000000e+00, -3.937286576418609e-01, -1.336373124495727e-01,  4.909943421661115e-02,  1.886010454238170e-01, -2.879407866015614e-01,  2.910369483462049e-01
  2.720000000000000e+00, -4.042589271780321e-01, -1.326232124940170e-01,  4.444385657411546e-02,  1.965834415639657e-01, -2.928075569440144e-01,  2.809473717504642e-01
  2.730000000000000e+00, -4.144901917078437e-01, -1.305100045387497e-01,  3.995136994098613e-02,  2.054505304680608e-01, -2.963319976967139e-01,  2.690793562820273e-01
  2.740000000000000e+00, -4.240851244801557e-01, -1.271320180333930e-01,  3.582775032950081e-02,  2.153972422821392e-01, -2.983348524287840e-01,  2.554165052202515e-01
  2.750000000000000e+00, -4.327697751729526e-01, -1.223942016409867e-01,  3.219682574482709e-02,  2.265853811845891e-01, -2.985888137185014e-01,  2.400650090697742e-01
  2.760000000000000e+00, -4.403660483184512e-01, -1.162594479240922e-01,  2.913396495467608e-02,  2.391473805647006e-01, -2.968237732092165e-01,  2.231486717883567e-01
  2.770000000000000e+00, -4.467681423934763e-01, -1.087472077682921e-01,  2.664222861571072e-02,  2.531970851674827e-01, -2.927325453977025e-01,  2.048345461768215e-01
  2.780000000000000e+00, -4.519198332470202e-01, -9.992593886225642e-02,  2.466868853850553e-02,  2.688518486947555e-01, -2.859815399505066e-01,  1.853002270764249e-01
  2.790000000000000e+00, -4.557802105946845e-01, -8.991319174810597e-02,  2.310803655361534e-02,  2.862543052599742e-01, -2.762235205372119e-01,  1.647427447956373e-01
  2.800000000000000e+00, -4.583118122704639e-01, -7.886718472302423e-02,  2.184164575021180e-02,  3.055908755537527e-01, -2.631126667963148e-01,  1.433259095254151e-01
  2.810000000000000e+00, -4.594380753730845e-01, -6.700294733390555e-02,  2.071239134151747e-02,  3.270996776886044e-01, -2.463304821481196e-01,  1.212682710537228e-01
  2.820000000000000e+00, -4.590457390953693e-01, -5.458040645561191e-02,  1.957733598831970e-02,  3.510759480343898e-01, -2.256181270695397e-01,  9.876766691842662e-02
  2.830000000000000e+00, -4.569789370743681e-01, -4.189095909553453e-02,  1.832094352928312e-02,  3.778631575095805e-01, -2.008204571423975e-01,  7.600446567274401e-02
  2.840000000000000e+00, -4.530348605746797e-01, -2.922839812890188e-02,  1.686396674258969e-02,  4.078328668710305e-01, -1.719401488762067e-01,  5.315581137314240e-02
  2.850000000000001e+00, -4.469506417827709e-01, -1.685434119287677e-02,  1.516401299777440e-02,  4.413548425022835e-01, -1.392002050633126e-01,  3.044135522257031e-02
