Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Left.HipFlexion.Pos,Main.HumanModel.BodyModel.Interface.Left.HipAbduction.Pos,Main.HumanModel.BodyModel.Interface.Left.HipExternalRotation.Pos,Main.HumanModel.BodyModel.Interface.Left.KneeFlexion.Pos,Main.HumanModel.BodyModel.Interface.Left.AnklePlantarFlexion.Pos,Main.HumanModel.BodyModel.Interface.Left.SubTalarEversion.Pos
  3.060000000000000e+00,  1.169130652439092e-01,  5.099937901452800e-02, -3.680324221077257e-02,  1.368607688022433e+00,  1.344344517537920e-02,  1.796665425428449e-01
  3.070000000000000e+00,  1.445621916253514e-01,  4.625581236155552e-02, -3.402014465379639e-02,  1.375608907983735e+00, -3.973645852322809e-04,  1.877398538926337e-01
  3.080000000000000e+00,  1.711043856777070e-01,  4.177548558571376e-02, -3.065086810316784e-02,  1.377203704714627e+00, -1.273608875399484e-02,  1.928850079374268e-01
  3.090000000000000e+00,  1.964430840049475e-01,  3.762501970321219e-02, -2.672772594269748e-02,  1.373417972212646e+00, -2.351809876861661e-02,  1.958500162432592e-01
  3.100000000000000e+00,  2.204712582358394e-01,  3.383654462454433e-02, -2.227312579722408e-02,  1.364289041846798e+00, -3.272140839241773e-02,  1.974884059555319e-01
  3.110000000000000e+00,  2.430650284713248e-01,  3.041786630835253e-02, -1.729948592933106e-02,  1.349866434315559e+00, -4.035417828760701e-02,  1.986674753722630e-01
  3.120000000000000e+00,  2.640866902583547e-01,  2.736607190055129e-02, -1.181218313851520e-02,  1.330215779950376e+00, -4.645649509625505e-02,  2.001798823697911e-01
  3.130000000000000e+00,  2.833916012319593e-01,  2.467924824158940e-02, -5.815433475403197e-03,  1.305423078613414e+00, -5.109857047112357e-02,  2.026663253009264e-01
  3.140000000000000e+00,  3.008347582611463e-01,  2.236363618083814e-02,  6.803435887270901e-04,  1.275597558975889e+00, -5.436807189935883e-02,  2.065507113252281e-01
  3.150000000000000e+00,  3.162770546565459e-01,  2.043500988325153e-02,  7.651516609264171e-03,  1.240873701883295e+00, -5.635313466612272e-02,  2.119959153579051e-01
  3.160000000000000e+00,  3.295951728466447e-01,  1.891425015404757e-02,  1.505980546525898e-02,  1.201413555008939e+00, -5.713453943618494e-02,  2.188894825278529e-01
  3.170000000000000e+00,  3.406889454758423e-01,  1.781877068522553e-02,  2.285467204447092e-02,  1.157408852004337e+00, -5.679149754468185e-02,  2.268645207196787e-01
  3.180000000000000e+00,  3.494863387136679e-01,  1.715655498773150e-02,  3.097918562462170e-02,  1.109084381116289e+00, -5.541030322262681e-02,  2.353500869722858e-01
  3.190000000000000e+00,  3.559414000508663e-01,  1.692449050972478e-02,  3.937319647069579e-02,  1.056704884814819e+00, -5.308309154968050e-02,  2.436375616251557e-01
  3.200000000000000e+00,  3.600158931896046e-01,  1.710600335169121e-02,  4.796732531288339e-02,  1.000585102387004e+00, -4.989548345994433e-02,  2.509519419300044e-01
  3.210000000000000e+00,  3.616980345279127e-01,  1.768325962387740e-02,  5.668602968128886e-02,  9.411089527553602e-01, -4.590769061744056e-02,  2.565244773120127e-01
  3.220000000000000e+00,  3.609862200963446e-01,  1.863732337381507e-02,  6.544666694160187e-02,  8.787438833221555e-01, -4.113972660553387e-02,  2.597006946248424e-01
  3.230000000000000e+00,  3.579134045756259e-01,  1.996010936120185e-02,  7.417269292010135e-02,  8.140624005958883e-01, -3.557206222745266e-02,  2.600479460946133e-01
  3.240000000000000e+00,  3.525609152840449e-01,  2.165512312433759e-02,  8.279603636178461e-02,  7.477660535203957e-01, -2.916614682049931e-02,  2.574373769940447e-01
  3.250000000000000e+00,  3.450875162079412e-01,  2.373109288532760e-02,  9.125340800109639e-02,  6.807156221373228e-01, -2.189855557964664e-02,  2.520719989046605e-01
  3.260000000000000e+00,  3.357592160129745e-01,  2.618657120404100e-02,  9.948908521094318e-02,  6.139546884032616e-01, -1.380331837425035e-02,  2.444623173652358e-01
  3.270000000000000e+00,  3.249679119485454e-01,  2.898788552452380e-02,  1.074759351702085e-01,  5.487100636150397e-01, -5.012926149562884e-03,  2.353532374787140e-01
  3.280000000000000e+00,  3.132228820149117e-01,  3.204204283847956e-02,  1.152511265834880e-01,  4.863548949415181e-01,  4.221137958623084e-03,  2.256064176479710e-01
  3.290000000000000e+00,  3.011071092388475e-01,  3.516931015097491e-02,  1.229485463158149e-01,  4.283268547055672e-01,  1.354453149547961e-02,  2.160629192616011e-01
  3.300000000000000e+00,  2.892061929041157e-01,  3.808537954342972e-02,  1.308008231780125e-01,  3.760068672946525e-01,  2.256013479252234e-02,  2.074356591932810e-01
  3.310000000000000e+00,  2.780315715448995e-01,  4.040588319129346e-02,  1.390854372906001e-01,  3.305792353868111e-01,  3.092401759075108e-02,  2.002832490102788e-01
  3.320000000000000e+00,  2.679612947671940e-01,  4.168489283757393e-02,  1.480231287768832e-01,  2.929053642995736e-01,  3.844519346367663e-02,  1.950712002109709e-01
  3.330000000000000e+00,  2.592191261263899e-01,  4.148690925826326e-02,  1.576851242359720e-01,  2.634499348979558e-01,  4.514145888317386e-02,  1.922446876619246e-01
  3.340000000000000e+00,  2.518921332742109e-01,  3.946987162787829e-02,  1.679642025140571e-01,  2.422762331440695e-01,  5.122007917545590e-02,  1.922187736245025e-01
  3.350000000000001e+00,  2.459652806939356e-01,  3.544949086536997e-02,  1.786031657147575e-01,  2.290849254079759e-01,  5.698382277172635e-02,  1.952795654799161e-01
  3.360000000000000e+00,  2.413464270640090e-01,  2.942803788512083e-02,  1.892330289150050e-01,  2.232574117607554e-01,  6.268581905544489e-02,  2.014730361094721e-01
  3.370000000000000e+00,  2.378713278907306e-01,  2.158501964745496e-02,  1.993983922277878e-01,  2.238936380514510e-01,  6.837563846789865e-02,  2.105503935787768e-01
  3.380000000000000e+00,  2.352955583057084e-01,  1.223498921775956e-02,  2.085944940904101e-01,  2.298618693945061e-01,  7.381149403668523e-02,  2.219802834386624e-01
  3.390000000000000e+00,  2.332888879412694e-01,  1.766985868231652e-03,  2.163454464878045e-01,  2.398759809257433e-01,  7.851475182146568e-02,  2.350021713651284e-01
  3.400000000000000e+00,  2.314482631057017e-01, -9.410947549725934e-03,  2.223150290767300e-01,  2.525972107214037e-01,  8.194432221441167e-02,  2.487098902243930e-01
  3.410000000000000e+00,  2.293345111914639e-01, -2.090571904969574e-02,  2.264051785000355e-01,  2.667393764864727e-01,  8.365918408032638e-02,  2.621764680372918e-01
  3.420000000000000e+00,  2.265212848006340e-01, -3.235755743894453e-02,  2.287906499500339e-01,  2.811509814129016e-01,  8.337490822779060e-02,  2.746018414841969e-01
  3.430000000000000e+00,  2.226386130390923e-01, -4.346134242021638e-02,  2.298648284823869e-01,  2.948619792255070e-01,  8.094688827324004e-02,  2.854254353945110e-01
  3.440000000000000e+00,  2.173990797636262e-01, -5.399824343380089e-02,  2.301189068188457e-01,  3.071021263105569e-01,  7.635315185741393e-02,  2.943608295094993e-01
  3.450000000000000e+00,  2.106044386053224e-01, -6.386411055669861e-02,  2.300134586986494e-01,  3.173036219802095e-01,  6.969323563321020e-02,  3.013526636370079e-01
  3.460000000000000e+00,  2.021389020522443e-01, -7.307291869375709e-02,  2.298956835575263e-01,  3.250936615542382e-01,  6.118382062543471e-02,  3.064937995622904e-01
  3.470000000000000e+00,  1.920051490258549e-01, -8.172712562996742e-02,  2.299735467369193e-01,  3.302857435890536e-01,  5.113177990166461e-02,  3.099540211026712e-01
  3.480000000000000e+00,  1.802350316592398e-01, -8.996846243594137e-02,  2.303256590474763e-01,  3.328331239836377e-01,  3.993273778721750e-02,  3.119411128957801e-01
  3.490000000000000e+00,  1.667698612768201e-01, -9.792647605413940e-02,  2.309191849816525e-01,  3.327964458987753e-01,  2.804400032085812e-02,  3.126765002257571e-01
